Crop,Crop_Year,Season,State,Area,Annual_Rainfall,Temperature,Humidity,Soil_pH,N,P,K,Fertilizer,Pesticide,Yield,GDD,Rainfall_Anomaly,Temperature_Range,Heat_Stress
Rice,2008,Whole Year,Andhra Pradesh,762.2131145238449,855.8589913289354,23.47617186994212,54.23681868665358,6.969660038359844,117.97175230859438,54.83560123186446,70.81471733390211,50696.10648826346,1989.3384441527912,4.22459356223988,1617.1406243930546,0.08183210828022527,8.0,0
Wheat,2001,Summer,Karnataka,744.6677061559403,786.6439395784851,27.26291558208102,47.89170643400415,5.703111822866904,136.2082734934375,59.87378434389173,52.82325045426485,52621.839405315055,925.5347665320048,3.599820086814128,2071.5498698497227,0.406852895179927,8.0,0
Maize,2012,Summer,Karnataka,2922.72949122736,498.3841032287022,24.951291540412868,41.57253071315498,7.00216233817347,128.80579202332126,37.88500077625712,137.33265664409635,273706.6284735652,6999.668245703859,3.8673719274345792,1794.1549848495442,-0.10867791225192379,8.0,0
Sugarcane,2003,Rabi,Andhra Pradesh,726.8917348816431,606.2915066752519,26.32439221288345,34.95545102514811,6.487120841023853,60.60112699616688,79.57844968505395,118.04632139951308,60867.37095303667,1765.8243431942922,7.8830606721086625,1958.9270655460139,-0.23362887397988338,8.0,0
Cotton,2000,Kharif,Rajasthan,454.433048730555,1214.045893512957,21.52439692611493,64.30206332895376,7.211131140891054,135.65662958424252,20.255376145622837,147.51865228940733,43184.92052294709,1014.5482787083754,3.329391580184742,1382.9276311337917,0.12954266446679144,8.0,0
Maize,2003,Kharif,Maharashtra,542.8229927628266,1160.6875104034557,30.225325590753798,52.73732266634345,6.688122592801928,161.65730877076734,45.924114390155445,22.92455482633733,40739.82958958428,1138.121166979149,3.893838202421511,2427.0390708904556,0.05377901775671294,8.0,0
Rice,2019,Summer,Rajasthan,5956.766666713621,1219.3528784328007,26.107725183783465,60.79207433307433,6.931164985719844,76.06476296403267,45.81010964491925,92.6954223589911,421435.0661815192,16502.139104239577,4.2701794316985815,1932.9270220540159,0.13448025860443547,8.0,0
Wheat,2019,Rabi,Rajasthan,1409.9579085538585,965.2048596415664,27.64958436688581,52.03558531673039,6.920858254777559,76.99704285449245,64.55094669576768,130.301405357943,118504.2175095621,3330.865406591228,4.927272534639924,2117.9501240262975,-0.10197787847924865,8.0,0
Sugarcane,2009,Kharif,Andhra Pradesh,419.312927666621,884.1409002437341,22.48348933100892,56.1741927724436,6.39494596833299,124.811763570677,43.888300353777495,102.35997248317908,37130.41882267573,757.046281890296,8.890112723887466,1498.0187197210703,0.117581311662364,8.0,0
Rice,2006,Whole Year,Rajasthan,2360.4325373144434,789.2433838154907,31.897925481302813,32.75287459070566,6.187037325906654,112.81400015653055,26.402528823858184,86.15888033611584,195618.8788373375,3814.231077359975,4.923079895450093,2627.7510577563376,-0.265691618882267,8.0,0
Cotton,2016,Rabi,Andhra Pradesh,1004.6842493294332,711.3453560331308,21.67498528150113,69.3914302257981,7.1145727990194025,128.06205645134912,48.75562088269304,87.54633439195501,85196.93410835594,3236.492406175075,3.1540189737049893,1400.9982337801355,-0.10083757484638538,8.0,0
Cotton,2001,Rabi,Rajasthan,2105.35204656802,949.374604945978,32.80669461023179,46.26023624331731,6.778372932629047,73.98142835403542,55.1824076183518,94.03235001299647,200894.74350652643,5572.53534879797,2.7547897052672865,2736.8033532278146,-0.11670627397366265,8.0,0
Wheat,2012,Whole Year,Odisha,2937.16285488054,912.3244005773296,26.49292703198552,55.67958663643146,6.751879387039379,134.3785627952031,36.96243847930208,90.92315138170876,242566.69176187317,7911.04194104838,4.17976615948278,1979.1512438382624,0.10944231676495556,8.0,0
Sugarcane,2013,Kharif,Rajasthan,434.6311308097937,989.0537945561352,26.44704796166859,56.62061411304301,7.107197677240125,55.28760343175578,34.22442957773292,152.99640312016635,32145.44327398548,983.870673988612,7.921464161132961,1973.6457554002309,-0.07978894012690495,8.0,0
Maize,2014,Kharif,Madhya Pradesh,127.00126177434876,1134.4940110954326,27.07583762095025,54.32246323528436,6.940611158664207,98.53371440465048,46.44630840325789,113.75068894177484,10909.100760453584,247.5329380688601,3.7851119902123815,2049.10051451403,-0.18010268194994591,8.0,0
Cotton,2002,Rabi,Bihar,88.7454513952807,550.4274118016488,25.357309390622145,35.792853561123025,7.3479716483189135,120.97863585208992,27.79452216613994,91.05198147500394,6087.495285752884,225.67204201259597,2.2254617709076867,1842.8771268746575,-0.15602407368317037,8.0,0
Rice,2014,Kharif,Bihar,710.5958965621455,760.4389643986445,26.315571503652176,45.262800547701616,6.407266025657014,84.9119184228077,54.23726546532337,83.39274235088455,34199.02117837793,2370.4324806051354,4.762923735481934,1957.8685804382612,0.1659887673194408,8.0,0
Sugarcane,2011,Rabi,Bihar,815.2713139173151,676.3060090542536,27.329834077856567,36.67010406355022,6.894028249328337,112.492364726867,43.67749107147443,98.00842440237332,56912.14059422717,1749.8574116710597,8.423073654812988,2079.580089342788,0.03698685462761168,8.0,0
Rice,2018,Kharif,Rajasthan,1045.7501627823194,942.0978880179914,28.5675448501787,37.75875795029469,7.334804958129783,147.3089216908906,39.65070672239735,37.79112563059913,107603.87429194772,1627.828337676419,4.285803347268266,2228.105382021444,-0.12347649762939147,8.0,0
Wheat,2001,Summer,Maharashtra,2161.744136747948,1257.8772596254855,26.855089511169723,73.13984900771369,6.260097648004315,82.0230070352955,65.85029146044036,84.42526671063685,191329.8571571339,4711.320277531228,4.714599968372505,2022.6107413403668,0.14201682298262044,8.0,0
Sugarcane,2011,Kharif,Gujarat,7114.995498939983,923.0402106424316,31.174145488102663,50.23464744383448,6.068381838291233,96.85245254271204,60.40085816894508,101.45340216405572,726532.1139112422,15400.423783844271,8.002301943330922,2540.8974585723195,0.4460562669407242,8.0,0
Cotton,2016,Kharif,Bihar,1567.7686187758268,816.3000468458696,30.473803781051924,43.485197251613215,6.546361844959135,29.09593172871097,29.55678623804413,90.59340434339964,121010.40782880576,4318.498373448584,2.850386140548941,2456.856453726231,0.25164113090550644,8.0,0
Groundnut,2003,Rabi,Andhra Pradesh,194.803442524026,382.3577462947676,27.775979939614984,35.907281179027166,6.620144915903775,115.79509472955584,43.36696151792032,52.19755194990959,19166.54829751628,512.5863498426892,2.442839967656503,2133.117592753798,-0.516688039755647,8.0,0
Wheat,2014,Summer,Gujarat,2009.8030072469255,683.954846179938,31.438246282428715,42.48136452860253,6.725448791263165,155.5004636865078,44.293589350962165,69.69266532080393,152831.46762755245,4125.7669872175775,3.3241696180504423,2572.5895538914456,0.07149957306300646,8.0,0
Groundnut,1999,Rabi,Punjab,986.4551479141564,1016.6866330865467,24.79639700339964,54.27295311312417,7.034937486821711,74.16400564589804,63.57376389258753,98.6424920300989,62333.87483371717,1914.2521164817697,2.632822711380549,1775.5676404079568,-0.021420765562186365,8.0,0
Sugarcane,2014,Whole Year,Rajasthan,2481.398070503473,709.7792046480342,23.768321586261745,44.48206494093203,6.892493691635963,93.10967129493476,48.28678789719418,79.2634234378744,168966.3248710316,3845.286214957208,9.29428369122876,1652.1985903514094,-0.3396247223555447,8.0,0
Cotton,2011,Whole Year,Odisha,3455.830375208413,590.7769061656047,27.0337332352534,51.09636844626535,8.037351951569555,145.81520639919776,50.33786909267533,158.6129277260992,237734.3945684535,8763.04922984881,3.609930968195586,2044.047988230408,-0.28157911916723194,8.0,0
Wheat,2001,Rabi,Tamil Nadu,506.5408364002951,849.3214596247665,21.928478951705472,48.23783853377882,7.30298797107169,160.61023131717025,47.33589985030695,109.7615580072352,41245.2236544226,962.5480229067748,5.2300141046547335,1431.4174742046566,0.21698452017953168,8.0,0
Sugarcane,1998,Kharif,Karnataka,432.3584213960568,591.3626211651338,26.217259160767156,50.91618946868611,6.266688952141299,107.88007640532705,56.99033855532944,78.85244484476904,43136.700564627,945.2904180581696,7.834404800164933,1946.0710992920588,0.057607100022286126,8.0,0
Rice,2014,Whole Year,Karnataka,2296.6128030008026,572.4563349665846,24.032043027261253,45.16034928186026,7.093066132101611,77.88892394099477,22.23845468511633,66.96948284119048,170237.52578183706,4489.583806640385,4.578918750964074,1683.8451632713504,0.023794644173776216,8.0,0
Sugarcane,2002,Rabi,Odisha,1514.678744104491,706.0348290403039,29.796026228816626,42.59552250485016,6.580082932254608,94.68480259310252,67.51069573175315,46.26150148619275,110763.65456831818,3503.137351687364,7.591543310699614,2375.523147457995,-0.14141842972544597,8.0,0
Rice,2008,Summer,Bihar,472.8144825647179,847.5222839687038,30.451372707092847,41.03856046910386,6.954582275018304,128.84816416129388,50.95340146759652,90.29056683072028,43261.40890684301,1173.48660682099,4.599953425300582,2454.1647248511417,0.2995145033655169,8.0,0
Rice,1998,Whole Year,Tamil Nadu,671.3404418465359,484.12517863252685,26.506148297888767,31.48759200349788,6.777888629397076,86.61563412546968,28.08685456571701,109.88334184525078,62282.18816322804,1411.9943263826929,4.96315387177039,1980.7377957466522,-0.3063017052627425,8.0,0
Rice,2020,Summer,Punjab,383.7266147972989,882.3898540406705,21.26646502604958,51.139040813286194,5.630187859968187,93.1059406804005,25.10638477203279,117.31143981919396,31800.318861971547,684.8417308399254,2.958680900278761,1351.9758031259496,-0.15068383930504856,8.0,0
Wheat,2010,Summer,Andhra Pradesh,2137.802062950469,740.510560880085,17.872180227536216,59.27070372971375,6.209543670360378,84.54049263707387,49.50141008473061,94.8068986929374,173962.48210216183,5448.514606337132,3.527628965208047,944.6616273043459,-0.06397185821825706,8.0,0
Groundnut,2019,Rabi,Bihar,697.4908136902907,378.078545323197,28.553975016125616,28.113164194618108,6.684100087843402,142.7271403339763,44.11290878736663,31.342975681359505,51806.09627630653,1673.6015885815495,2.0225084003763385,2226.477001935074,-0.4202883365392503,8.0,0
Maize,2000,Whole Year,Odisha,4013.832698682288,664.3526627034944,25.902686214301617,38.8073479103263,7.015501133583309,115.32094003070112,43.41467156067033,94.38707661970489,340296.1721727075,4526.359701723476,1.9539245700526675,1908.3223457161941,-0.1921064954608113,8.0,0
Rice,2001,Kharif,Punjab,2511.7386327733125,1233.299542799597,25.696501560837948,64.33933238512586,5.993878682474958,90.66236271399018,50.10523151453642,119.55200083064793,155543.99441132764,4594.222177228445,4.623430471653679,1883.5801873005537,0.18707306966471096,8.0,0
Maize,2011,Rabi,Gujarat,1653.6246181683764,489.2952771397687,31.65298155135477,35.79033442215189,7.363806662266918,113.31825648137298,60.417663032915726,67.76754155535951,150472.0280961894,2869.5076182408925,3.709319271547953,2598.3577861625727,-0.23345863621619461,8.0,0
Sugarcane,2011,Rabi,Punjab,76.42574561828994,1182.7745234068682,25.09064918549,49.708874689422416,7.095203649586603,126.13270849839412,36.39480422017963,66.99342625661966,5505.931773080877,186.63939121539133,8.491637475972743,1810.8779022588,0.1384418265774078,8.0,0
Cotton,2015,Kharif,Madhya Pradesh,870.0163986166026,1495.8940679318655,30.466338079086054,67.91881575234815,6.060477410818209,53.292386217460056,14.76470647808722,103.13969867835556,60853.17842831484,1723.3281592886676,3.0127722304162656,2455.9605694903266,0.08108066009075689,8.0,0
Groundnut,2019,Rabi,Odisha,235.82512031480687,792.7330932234636,21.4308197906904,62.703769064816505,6.597300905522631,125.10911933281793,48.69749215372942,104.63762323123524,19327.82201423144,596.6537843981204,2.8272033497006084,1371.698374882848,-0.03598803346081533,8.0,0
Wheat,2016,Kharif,Madhya Pradesh,2400.5586981907923,1126.1947574794644,33.51642318079381,44.64110054045211,7.097523601100638,154.77295099594647,48.536473829337154,83.20938814610176,195057.16065220343,7920.404231380299,5.05291109894797,2821.970781695257,-0.18610054153756353,8.0,0
Cotton,2000,Kharif,Madhya Pradesh,1714.676200300321,1393.0174560434316,25.9540634650948,50.97207110003171,7.254663564215751,84.06110385349592,50.32489854490194,122.878056735765,180083.11633374225,4221.776415608105,3.275986661464829,1914.4876158113761,0.006731869041710426,8.0,0
Groundnut,2004,Whole Year,Karnataka,179.16256548775593,177.99602928134516,21.224510987301095,28.90083700002797,5.856520361888094,84.21545150059404,38.50735979624336,76.70418234084832,17442.996359120316,325.39426692309627,2.213601026129372,1346.9413184761313,-0.6816676306433355,8.0,0
Groundnut,2018,Summer,Bihar,1318.2403508596362,557.5086376884967,25.93407799806733,38.14324611579306,6.242312127792457,148.53250720626406,49.26280763911409,121.48686050881088,78714.59840508008,2930.2647612344194,2.952814197984237,1912.0893597680797,-0.14516635829843222,8.0,0
Rice,2010,Whole Year,Bihar,857.4317133003289,696.497144226178,26.98056666618665,52.559050377807566,7.170192153597116,44.19099169172725,69.1363206103026,81.91331838274272,65651.98373637917,1476.7726262862768,4.646007592005292,2037.667999942398,0.06794612672182743,8.0,0
Cotton,2017,Kharif,Bihar,1000.0818432840076,652.0133749723451,25.968148699226777,49.41678218568366,5.975869948356357,189.1119582708428,40.002707121931415,74.47152207180027,76217.46925824208,2773.1548285422136,2.198503781933143,1916.1778439072132,-0.00026128729324439824,8.0,0
Groundnut,2010,Rabi,Rajasthan,2995.9881557889453,1048.898032374825,25.28181141403078,46.699812426897125,6.931208140529826,73.00934630018807,39.76824297980644,66.9781391239276,282919.6141141484,6279.8538856926325,2.9950125025935685,1833.8173696836936,-0.02411013902075042,8.0,0
Rice,1998,Summer,Madhya Pradesh,445.1385256761204,1272.1686854760453,32.13272201687324,62.16575586628678,6.5964020449726535,93.333581877404,49.745301194105366,123.2936038100037,43153.83088005898,743.9190602978339,3.576759884979687,2655.9266420247886,-0.08060537726255779,8.0,0
Maize,2008,Rabi,Karnataka,1527.001757566332,434.0983741855281,19.171512255942798,47.505636857091375,6.486927563167906,76.81651978136628,64.52355021330214,101.84061812678236,116794.62168952033,3692.4712690982897,3.0938976860348784,1100.5814707131358,-0.22364805245473077,8.0,0
Cotton,2016,Kharif,Rajasthan,844.5056028124745,991.9187882885774,25.705952884078037,58.931981131594085,5.310276606427749,68.40055114398035,34.88368763886075,117.403176575524,47113.12896784693,1761.8315264118216,1.9088649677503613,1884.7143460893644,-0.07712336325578961,8.0,0
Rice,2012,Rabi,Rajasthan,609.3826140149511,1188.5568145502443,20.659236829282406,62.55746756866991,7.186668329769894,122.45859519860043,51.59740422831729,123.37744632391409,51088.091162514575,1728.5066319524606,4.746716856890401,1279.1084195138887,0.10582774370460037,8.0,0
Groundnut,2000,Kharif,Gujarat,274.4687225600222,704.2834295185792,26.465375348419336,31.674746801094905,6.194458723614207,127.3367677511529,29.80814625606319,46.01851977101124,17691.374380102137,680.318600407813,3.188815507620314,1975.8450418103203,0.1033468046309327,8.0,0
Sugarcane,2002,Kharif,Karnataka,534.6912405949488,553.978757314308,18.47697825545289,39.427461074446256,6.272269058323629,85.84398248628777,67.00483967954995,59.56584252799216,32073.907028421425,1145.132220339824,7.425122451105758,1017.237390654347,-0.009251099024745562,8.0,0
Cotton,2017,Summer,Madhya Pradesh,1502.9484713946892,1495.009358442433,31.92707157958012,51.92809596746211,6.865460594553964,59.79169128956749,29.900453774543237,68.79933101330778,119159.1256904739,4029.218503210233,2.8676932746403225,2631.2485895496143,0.08044128171542456,8.0,0
Maize,2020,Kharif,Rajasthan,1706.5502681922248,1076.308964853721,27.50951395737252,55.21648890722836,6.603125060567155,93.39154294764556,33.04228188370711,59.80017379826243,125519.35907155156,4695.575547103655,3.795587013451328,2101.1416748847023,0.0013928653328286796,8.0,0
Rice,2015,Rabi,Odisha,521.6025984574275,582.7798696138841,23.98034299482652,48.34629895332319,6.600251940978848,126.38288128408206,36.600463305499645,60.72441769343104,38415.71678367985,1085.72003876786,4.4593753835014125,1677.6411593791822,-0.2913040051327621,8.0,0
Groundnut,1999,Whole Year,Maharashtra,12978.08333402252,906.9604089444516,17.884550512697416,53.68266655112485,6.518655317310514,109.33382138418496,45.62433645986827,88.55129356624383,1104946.8780112874,34043.79204944981,3.751775747658737,946.1460615236899,-0.17657781244692908,8.0,0
Sugarcane,2011,Whole Year,Gujarat,3406.9798333358367,749.569066988231,24.980671431993727,48.06591082576612,6.293727946763354,118.90368781440029,24.00978740580168,40.10481166759557,236986.0924752691,9316.79681887699,7.963579275006333,1797.6805718392472,0.17429233778354278,8.0,0
Sugarcane,2016,Kharif,Karnataka,257.33243581053495,310.6248496818488,19.86926153788864,43.20489418551286,6.257644139519583,98.28314595693548,67.9004065168509,81.831888261757,18447.56683715476,430.3832443721223,6.732738877778085,1184.3113845466369,-0.44447106612840154,8.0,0
Cotton,2012,Rabi,Andhra Pradesh,1187.8483442081558,729.1312857632042,23.51818503153595,42.80302391937913,6.926383204546968,30.53401314632173,46.18700223447895,112.51969167147097,68611.60733306652,2471.339553382166,2.027134542989864,1622.182203784314,-0.07835561221874535,8.0,0
Rice,2011,Rabi,Punjab,174.66863742125125,1021.6690741501708,25.568955253376,60.66786262753636,6.080532074723743,53.53345550179006,41.10677679022793,121.37749416397466,11704.0412308899,303.89999687033145,4.454727772095199,1868.27463040512,-0.016625076110790886,8.0,0
Wheat,2008,Summer,Tamil Nadu,1398.772984169893,519.4849346467767,20.866605952349254,57.973076013331614,6.241182368527622,147.2676833522279,49.79498756008154,122.089361312045,129044.77277205858,4395.235832219417,3.3879283458316354,1303.9927142819104,-0.25563505223171196,8.0,0
Wheat,2002,Summer,Punjab,2657.999067549185,742.0234392718917,19.24316526167964,51.10175340348316,6.627198921430293,118.21328054427627,57.96987083751564,68.42632668875451,209325.97142179147,7062.192617881277,5.050040233895437,1109.1798314015566,-0.2857890469815462,8.0,0
Rice,2003,Kharif,Karnataka,500.7035417681275,346.4834333355916,18.138469466808413,46.20595642146447,6.942373370249009,72.54369257968857,35.94801657753192,27.761519950309943,49259.2245168313,1244.498321043989,3.678561862136736,976.6163360170095,-0.3803407147812756,8.0,0
Rice,2014,Rabi,Madhya Pradesh,992.1351436581326,1055.8515762861778,29.73338100117043,52.15297872000091,6.184690961907483,106.5276290904509,67.75431297787944,78.29065138401445,65079.63556217295,2015.0859122816505,4.591417190570089,2368.0057201404516,-0.23693746534621854,8.0,0
Cotton,1998,Rabi,Tamil Nadu,780.0488540059717,815.58326992385,18.67517775214354,52.421781019772695,6.149575476867192,172.5214671178504,46.27586900788033,40.06622413401556,50766.17656888556,1556.97118748129,4.326381756418739,1041.0213302572247,0.1686413938643348,8.0,0
Rice,1999,Whole Year,Madhya Pradesh,704.6365082131235,1453.1481209413298,24.42948221087677,54.097901240737016,6.439341732957813,89.1740401149496,32.51615104140971,73.32076696577624,32011.143976228184,882.0204927865974,4.9978064713341945,1731.5378653052126,0.050188220860356264,8.0,0
Rice,2006,Rabi,Rajasthan,354.16624174943223,939.4798897753504,28.363298768512426,49.57357534561738,6.106999660436193,110.24301419023956,22.84048202852476,100.05396843982038,33143.24926816416,794.3268292213967,4.939909002650932,2203.595852221491,-0.1259122710431978,8.0,0
Sugarcane,2015,Kharif,Maharashtra,792.8829876508954,860.6951976160613,32.05292745790044,45.83430137716358,6.530869745945075,131.94986547458691,38.093775540243584,58.25096427139387,59187.85515111311,1475.9352753687458,6.795504831042429,2646.351294948053,-0.2185816321769693,8.0,0
Cotton,2012,Summer,Madhya Pradesh,2846.2623970030995,1591.5357059319715,29.91613827521201,56.33448221976041,5.36462407371782,87.68835693609803,21.549645599435383,122.16001822971384,227310.4483218036,7299.068179522349,3.919751589714712,2389.936593025441,0.1502007451006509,8.0,0
Groundnut,2011,Whole Year,Maharashtra,1393.273546387904,1186.081083222021,26.538832395165677,57.00451966417803,7.424938588979783,199.8381596929237,25.144037181680098,148.78111589528794,89957.3164207291,3645.635557237475,3.1520238957565736,1984.6598874198812,0.07683364183271153,8.0,0
Wheat,2009,Whole Year,Gujarat,1518.9464375200669,529.4801769293013,36.09224367286779,42.73124967535064,6.560395612312568,104.81079248527256,32.547057885648975,170.61944828638534,86924.57918387449,3814.945718675295,3.7660512983801366,3131.0692407441347,-0.17050403737316963,8.0,1
Maize,1999,Kharif,Madhya Pradesh,517.4134515342797,1383.7005179552118,28.160239363086053,72.96691827868608,5.613376911562467,150.98885102904026,70.8027033325681,48.58168102982096,38198.81788598064,1091.0038372430502,4.806317935180901,2179.228723570326,-1.4697650648948892e-06,8.0,0
Cotton,2004,Summer,Karnataka,2957.559310969474,582.7107908345199,21.61147980530268,51.971418031334125,6.279386932787656,137.1428303737677,68.83828545333122,147.3122972911099,218147.39539097168,6970.438853270664,2.802659932396568,1393.3775766363215,0.042133959079083426,8.0,0
Groundnut,1998,Kharif,Punjab,1475.3651119622068,1099.4594048171318,21.68621097557899,57.50686218015201,6.628483170417031,138.00962269165404,49.24267253957336,103.4618658716312,142110.62599742235,4191.55333330584,2.7244282546132754,1402.3453170694788,0.05824952118725787,8.0,0
Maize,2015,Kharif,Odisha,877.6504024544239,635.496283504548,30.908897555556077,42.092683495195296,6.528141528706993,133.76140445400745,37.36939870473751,78.0022648211107,50959.12871813938,2063.6538058506003,2.3996862112736723,2509.0677066667295,-0.2271976189379789,8.0,0
Sugarcane,2015,Summer,Karnataka,2352.83294994412,285.0190569352819,24.78319168523077,25.409889843693765,5.863903078193381,54.891254808006,60.99973920866055,71.62605909973956,181392.44051666383,7138.745288266031,7.708627950900217,1773.9830022276922,-0.49026508022598914,8.0,0
Groundnut,2003,Whole Year,Rajasthan,468.5773295282899,793.6004500472526,26.83217625676948,44.01072397303866,7.274886004287159,62.03771216675699,52.78743841463336,70.05967335191718,45750.517309129085,947.5603767994878,2.7126750092250256,2019.8611508123374,-0.2616378246830727,8.0,0
Wheat,2004,Whole Year,Madhya Pradesh,1978.305950727557,1756.548893977949,30.704707951514624,62.30076383904418,7.065343252033696,164.85612636411923,53.389794778301415,56.93513004677304,123692.38099438044,4162.431033631371,3.731793981144431,2484.5649541817547,0.269455557376858,8.0,0
Rice,2004,Summer,Tamil Nadu,617.1474417552952,556.52645569998,23.81269754893245,50.17806322915371,5.873883110968541,76.51049606669213,51.86753750943983,77.51210121387622,41477.39858011729,1199.8640862473696,2.616267962993419,1657.5237058718942,-0.20255861431206287,8.0,0
Rice,2018,Rabi,Odisha,381.91723127279073,834.7827769788498,25.4373980625899,34.515640823869546,6.7722467043155445,174.91003014747753,64.05481667844089,102.15188469126392,29889.222936709582,803.9646488058389,3.3154900622992667,1852.487767510788,0.015146955952201079,8.0,0
Sugarcane,2008,Summer,Rajasthan,1242.3083219164762,1158.9431902565466,24.05539849289618,77.24349320663906,6.085551150721169,61.55586333105727,39.537418405707136,76.16307923495765,110055.1299178488,1738.3507325333323,7.802541389533959,1686.6478191475417,0.0782753651100779,8.0,0
Groundnut,2015,Rabi,Tamil Nadu,11024.425262337052,701.7414506918892,23.994291979774683,45.22857235854951,5.842074880171214,96.68334862913927,50.159268886203,94.79271287434727,929746.8888071995,29974.00968291473,2.7797210496742686,1679.315037572962,0.005518550111606762,8.0,0
Maize,2007,Kharif,Karnataka,283.99473549980723,530.1768748613114,24.014077576501663,55.306212453292005,6.085336946914558,116.3395576856254,55.220364931571055,109.40453272184162,25129.8196242842,617.492193109906,2.9400935234144896,1681.6893091801994,-0.05181895667280814,8.0,0
Groundnut,2013,Rabi,Gujarat,1139.6828773236855,609.4881416843887,28.97175087099612,44.634630020975365,6.993483048237294,97.35877058640234,33.09717286772419,81.5165781050294,77624.34499385032,1448.3096648991657,2.3406964697007315,2276.6101045195346,-0.04516169853982939,8.0,0
Sugarcane,2009,Kharif,Rajasthan,1999.011325851883,1162.6031642036553,29.37687123156602,55.11827102435616,6.030442928511598,137.313248917015,71.38677470489932,73.0203622497205,168115.00217973767,3185.318824272059,8.934426798996391,2325.2245477879223,0.08168058788310703,8.0,0
Rice,2003,Kharif,Gujarat,305.6411414393159,454.1024052565486,30.34571454016324,35.54934830234144,6.732120328123153,179.03437714588088,35.41086749729608,89.55415369165084,27287.759997857986,615.6863276288464,4.4171599368881065,2441.485744819589,-0.28859260801022674,8.0,0
Sugarcane,2018,Summer,Punjab,662.0309900428167,962.9201297137552,23.864929103104966,55.56277816011365,5.797603152967257,84.3403352173516,44.42292175423479,111.5118222805802,39844.59692127644,1704.7481380452828,7.29377448560048,1663.791492372596,-0.07317199548557012,8.0,0
Maize,2014,Whole Year,Bihar,996.9710011828748,238.0383419441423,24.32192596071162,32.927121297874926,6.95982353183297,76.0392039782776,50.03250221299832,77.39771221174611,106365.8201470322,2470.5828509281023,3.3356541927204524,1718.6311152853946,-0.6350133989800197,8.0,0
Maize,2015,Summer,Rajasthan,747.1716535277935,740.8644402372748,23.26964710546863,53.21016127124605,6.422097000696032,124.627858074938,45.72209240504578,95.81135732124478,56068.86225833723,1594.8527051888686,3.9955512617401903,1592.3576526562354,-0.31070316344196885,8.0,0
Rice,2019,Whole Year,Odisha,1030.7717904172548,589.4026977773404,23.028039376598976,45.37222161142435,6.8128290183416205,126.84693340595858,30.109274850318567,96.62436379101204,53714.02108357485,2573.719128794851,3.354312711877785,1563.3647251918771,-0.2832502406860988,8.0,0
Groundnut,2002,Rabi,Maharashtra,6230.686564585132,1260.4931927187383,30.744440001112103,57.36443780882027,5.902164184628171,75.49093649287192,54.03577156775023,104.48532502804446,588757.8747159073,13454.339357345654,3.304300924393284,2489.3328001334526,0.14439180796420661,8.0,0
Cotton,1999,Summer,Madhya Pradesh,1150.852503646401,1332.5164582438852,24.54358392372113,66.27507145959098,7.759940812400133,169.97203261731025,28.9097540037397,92.15153084725873,89157.83418995174,2318.2803667536614,3.54620692932616,1745.2300708465355,-0.03699212187408114,8.0,0
Rice,2010,Kharif,Odisha,2452.762533796972,948.5848912038144,26.97660213640194,47.8331062037968,7.642243848220355,81.95019968164091,57.96951740809301,89.92760055643498,219624.6785317199,7760.174171431367,4.634447357292157,2037.1922563682328,0.15353729296221597,8.0,0
Cotton,2004,Rabi,Karnataka,184.4270813836684,627.2213533116936,23.73761372258156,43.28676367314672,5.180637856633233,135.51710847344552,76.6676353172697,76.45525655105035,16602.005584571212,378.553477436266,2.2761647382606984,1648.5136467097873,0.12173771693752881,8.0,0
Rice,2007,Kharif,Karnataka,782.5265908995725,604.7592530318357,21.113536785357415,51.535277117780446,7.285917776965756,111.45134688395105,57.25888347884383,72.37819291540923,66214.86869934834,1644.5922899741631,3.980679485879293,1333.6244142428898,0.08156595787276967,8.0,0
Wheat,2002,Summer,Gujarat,1134.2972943999653,471.3312485858826,29.450437644372325,38.440106209583085,6.670932651635603,146.78620057593443,41.38475877928673,126.32600001724371,111124.12561289496,3053.1016760503903,4.378347909294848,2334.0525173246792,-0.2616015012510138,8.0,0
Cotton,2006,Rabi,Bihar,1889.9882661557328,666.1997509672051,27.439201189354574,39.52028243942098,6.851755698379318,75.27894682860898,71.9458123589026,82.9177943133767,127202.6298372249,5166.858418720126,2.3862162888524088,2092.704142722549,0.021490826726893827,8.0,0
Groundnut,2006,Summer,Rajasthan,162.85109813892177,1122.019277095451,23.483698865713126,52.46004561850514,6.819814545187803,131.6817692166661,29.090474149586782,47.52455122579204,16569.238300759185,414.7936638976444,2.206088108065264,1618.043863885575,0.04392152768321873,8.0,0
Rice,2005,Whole Year,Punjab,843.3425773430614,1438.3390409913409,20.927152125462648,72.52778683958128,7.091753452965849,40.01077266288941,39.19943838748915,128.2807150748382,47075.49764086231,1766.8035749545356,4.236288362822176,1311.2582550555178,0.3844272874148252,8.0,0
Maize,2014,Kharif,Madhya Pradesh,146.76664695726316,1319.3207264183566,29.322748165171163,59.33756286108811,6.2620005586210805,105.75441000212928,62.81748566323478,73.04684246654536,13380.945647224711,344.6266810678895,3.940531226410575,2318.7297798205395,-0.04652865977347689,8.0,0
Wheat,2011,Rabi,Rajasthan,363.04410865138215,1208.0123610626022,26.63925049263263,58.38028172913309,5.763342002471815,87.83344216629538,51.97895564408833,78.31537660839535,30505.54762596123,725.9986023404833,4.085290469396379,1996.7100591159156,0.12392909387894914,8.0,0
